Dates,Website,URLS,PatientID
"May 19, 2021",Dementia vs. Alzheimer's Disease: What Is the Difference?,alz.o... www.alz.org,18
"May 19, 2021",Alzheimer's Help & Support | Alzheimer's Association,www.alz.org,18
"May 19, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help,www.alz.org,18
"May 14, 2021",REDCap,redcap.lifespan.org,18
"May 14, 2021",REDCap,redcap.lifespan.org,18
"May 14, 2021",REDCap,redcap.lifespan.org,18
"May 20, 2021",Today's Caregiver - Caregiver.com,caregiver.com,18
"May 20, 2021",Today's Caregiver Articles - Caregiver.com,caregiver.com,18
"May 20, 2021",Ten Ways to Maintain a Positive Attitude - Caregiver.com,caregiver.com,18
"May 20, 2021",Alzheimers,www.alzconnected.org,18
"May 23, 2021",I Shop,shop.alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Find An AFA Member Organ...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America | Membership & Grants,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America | Alzheimer's Foundation of ...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Press Releases,alzfdn.org,22
"May 23, 2021",| Shop,shop.alzfdn.org,22
"May 23, 2021",Curve Talking Clock,shop.alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America | What Is Memory Screening?,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America | Memory Screening,alzfdn.org,22
"May 23, 2021",View Recording,register.gotowebinar.com,22
"May 23, 2021",Registration,register.gotowebinar.com,22
"May 23, 2021",Go To Webinar,register.gotowebinar.com,22
"May 23, 2021",Alzheimer's Foundation of America Care Connection Webinar: L...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America |,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Mission & History,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America |,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America The Apartment A Guide to ...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Educating America Tour: Rh...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Find An AFA Member Organ...,alzfdn.org,22
"May 23, 2021",Light the World in Teal - Alzheimer's Foundation of America's Lig...,lighttheworldinteal.com,22
"May 23, 2021",Alzheimer's Foundation of America Mission & History,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America The AFA Teal Room,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Become A Memory Screeni...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America | AFA's Dementia Experience,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America |,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America Coronavirus Information for...,alzfdn.org,22
"May 23, 2021",Alzheimer's Foundation of America,alzfdn.org,22
"May 23, 2021",AFA Online Memory Screening Test | Alzheimer's Foundation of ...,afamemorytest.com,22
"May 23, 2021",AFA Online Memory Screening Test,afamemorytest.com,22
"May 23, 2021",Alzheimer's Foundation of America |,alzfdn.org,22
"May 23, 2021",Clinical Trials for Alzheimer's & Dementia |,www.alz.org,22
"May 23, 2021",News Alzheimer's Association,www.alz.org,22
"May 23, 2021",News | Alzheimer's Association,www.alz.org,22
"May 23, 2021",Tests for Alzheimer's & Dementia | Alzheimer's Association,www.alz.org,22
"May 23, 2021",Inside the Brain - Brain Basics Alzheimer's Association,www.alz.org,22
"May 23, 2021",Dementia vs. Alzheimer's Disease: What Is the Difference?,www.alz.org,22
"May 23, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help,www.alz.org,22
"May 24, 2021",Search Lead Form | A Place for Mom,www.aplaceformom.com,22
"May 24, 2021",Caregiver Support and Resources | A Place for Mom,www.aplaceformom.com,22
"May 29, 2021",AFA Online Memory Screening Test | Alzheimer's Foundation of ...,afamemorytest.com,22
"May 29, 2021",Alzheimer's Association Donate to Fight Alzheimer's Disease,act.alz.org,22
"May 29, 2021",Rhode Island Chapter,www.alz.org,22
"May 29, 2021",Rhode Island Chapter,www.alz.org,22
"May 29, 2021",Find Your Local Chapter | Alzheimer's Association,www.alz.org,22
"May 29, 2021",What Causes Memory Loss? Symptoms Assessment alz.org,www.alz.org,22
"May 29, 2021",Alzheimer's Foundation of America Membership & Grants,alzfdn.org,22
"May 29, 2021",Alzheimer's Foundation of America | The Apartment-A Guide to ...,alzfdn.org,22
"May 29, 2021",2021 The Longest Day: Form or Join a Team | The Longest Day -...,act. alz.org,22
"May 29, 2021",2021 The Longest Day: Returning Participants Options | The Long...,act.alz.org,22
"May 30, 2021",2021 The Longest Day: Parties or Events The Longest Day - Hel...,act.alz.org,22
"May 30, 2021",The Longest Day 2021 - Donate | Alzheimer's Association,act. alz.org,22
"May 30, 2021",Alzheimer's Association Donate to Fight Alzheimer's Disease,act.alz.org,22
"May 30, 2021",206 Assisted Living Facilities near Boston,www.aplaceformom.com,22
"May 30, 2021",Alzheimer's Foundation of America Financial Reports,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America | <Educational Workshops & ...,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America Caregiving Resources,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America | Dementia Warning Signs,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America Fact Sheets & Information,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America End Stages of Alzheimer's D...,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America Excellence in Care Dementi...,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America | Excellence in Care,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America | <Professional Training and ...,alzfdn.org,22
"May 30, 2021",Alzheimer's Foundation of America,alzfdn.org,22
"May 30, 2021",| Shop,shop.alzfdn.org,22
"May 30, 2021",Care Angel,careangel.com,22
"May 30, 2021",Family Caregiver Toolbox | Caregiver Action Network,caregiveraction.org,22
"May 30, 2021",Alzheimer's Caregiver Video Resource Center Caregiver Action ...,caregiveraction.org,22
"May 30, 2021",10 Tips for Family Caregivers Caregiver Action Network,caregiveraction.org,22
"May 30, 2021",Speak with a Caregiving Expert for Free Today! Caregiver Action...,caregiveraction.org,22
"May 30, 2021",Home Caregiver Action Network,caregiveraction.org,22
"May 30, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,22
"May 31, 2021",AFA Online Memory Screening Test | Alzheimer's Foundation of ...,afamemorytest.com,22
"May 31, 2021",Sign In - NIH Login,auth.nih.gov,22
"May 31, 2021",Researcher Story: Why I Do Clinical Research National Institute...,www.nih.gov,22
"May 31, 2021",Personal Stories National Institutes of Health (NIH),www.nih.gov,22
"May 31, 2021",The Basics National Institutes of Health (NIH),www.nih.gov,22
"May 31, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,22
"May 31, 2021",Signin - AgingCare.com,www.agingcare.com,22
"May 31, 2021",Sex and Older Adults Articles Resources for Caregivers - Aging...,www.agingcare.com,22
"May 31, 2021",Sex and Older Adults: Caregiving Information - AgingCare.com,www.agingcare.com,22
"May 31, 2021",Caregiving Topics & Elder Care Resource Guide - Aging Care.com,www.agingcare.com,22
"May 31, 2021",Social Media & Outreach | National Institutes of Health (NIH),www.nih.gov,22
"May 31, 2021",News & Events National Institutes of Health (NIH),www.nih.gov,22
"May 31, 2021",Grants & Funding National Institutes of Health (NIH),www.nih.gov,22
"May 31, 2021",The Basics National Institutes of Health (NIH),www.nih.gov,22
"May 31, 2021",Why has my husband started to be obsessed with sex? He has b...,www.agingcare.com,22
"May 31, 2021",Why does my spouse of 47 years not want to touch me anymore ...,www.agingcare.com,22
"May 31, 2021",My wife wants to have sex. We haven't done anything for over 3 y...,www.agingcare.com,22
"May 31, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com,www.agingcare.com,22
"May 31, 2021",Is it bad for elderly men whose partner can not participate in sex...,www.agingcare.com,22
"May 31, 2021",No more sex ever for me?? - AgingCare.com,www.agingcare.com,22
"May 31, 2021",No sex or intimacy in a 7 1/2 yr marriage. How do people make it...,www.agingcare.com,22
"May 31, 2021",Is it normal for people with dementia to suddenly be obsessed w...,www.agingcare.com,22
"May 31, 2021",Sex and Older Adults Discussions Caregiver Support - AgingCar...,www.agingcare.com,22
"May 31, 2021",What to do when dementia person starts to have a over-sexual in...,www.agingcare.com,22
"May 31, 2021",My husband is clingy and all he thinks about is sex. Is this normal...,www.agingcare.com,22
"May 31, 2021",The elderly man that I care for asks me every day and very direct...,www.agingcare.com,22
"Jun 1, 2021",In the early stages of dementia did anyone's husband stop havin...,www.agingcare.com,22
"Jun 1, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 1, 2021",Anyone have a sex obsessed husband? - AgingCare.com,www.agingcare.com,22
"Jun 1, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 1, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 1, 2021",What to do when dementia person starts to have a over-sexual in...,www.agingcare.com,22
"Jun 1, 2021",My husband is clingy and all he thinks about is sex. Is this normal...,www.agingcare.com,22
"Jun 1, 2021",The elderly man that I care for asks me every day and very direct...,www.agingcare.com,22
"Jun 1, 2021",In the early stages of dementia did anyone's husband stop havin...,www.agingcare.com,22
"Jun 1, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 1, 2021",Anyone have a sex obsessed husband? - AgingCare.com,www.agingcare.com,22
"Jun 1, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 1, 2021",Health Information National Institute on Aging,www.nia.nih.gov,22
"Jun 2, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 2, 2021",Newly married and mom lives with us. - AgingCare.com,www.agingcare.com,22
"Jun 2, 2021",Sex and Older Adults Questions Advice for Caregivers - AgingC...,www.agingcare.com,22
"Jun 2, 2021",How do I move forward in a sexless marriage? - AgingCare.com,www.agingcare.com,22
"Jun 2, 2021",While B. Smith battles Alzheimer's,www.agingcare.com,22
"Jun 2, 2021",Is it common for an elderly man with dementia to become obses...,www.agingcare.com,22
"Jun 2, 2021",Anyone have a sex obsessed husband? - Aging Care.com,www.agingcare.com,22
"Jun 2, 2021",Coronavirus (COVID-19) Vaccine Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",Alzheimer's Association Alzheimer's Disease & Dementia Help,www.alz.org,22
"Jun 2, 2021",Alzheimers,www.alzconnected.org,22
"Jun 2, 2021",Shingles | National Institute on Aging,www.nia.nih.gov,22
"Jun 2, 2021",Shingles National Institute on Aging,www.nia.nih.gov,22
"Jun 2, 2021",Professional Researchers | Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",Alzheimer's & Dementia Professionals | Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",Use of Funds | Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",Other Ways to Give Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",Alzheimer's Association Donate to Fight Alzheimer's Disease,act.alz.org,22
"Jun 2, 2021",News | Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",News | Alzheimer's Association,www.alz.org,22
"Jun 2, 2021",The Holidays and Alzheimer's During COVID-19 |,www.alz.org,22
"Jun 2, 2021",The Caregiver's Resource Library - AgingCare.com,www.agingcare.com,22
"Jun 2, 2021",Abusive Relationship Articles Resources for Caregivers - Aging...,www.agingcare.com,22
"Jun 2, 2021",Carelike - Provider Search,www.communityresourcefinder.org,22
"Jun 2, 2021",Carelike - Provider Search,www.communityresourcefinder.org,22
"Jun 2, 2021",AFA Online Memory Screening Test | Alzheimer's Foundation of ...,afamemorytest.com,22
"Jun 2, 2021",Alzheimer's Association Donate to Fight Alzheimer's Disease,act.alz.org,22
"Jun 3, 2021",Elder Law - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",4 Home Care Agencies in Lincoln,www.agingcare.com,22
"Jun 3, 2021",Home Care in Rhode Island,www.agingcare.com,22
"Jun 3, 2021",In-Home Care Options - Senior Care - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",About You - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",Caring For - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",Customize Your Experience - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",SignUp - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",Free Veteran's Benefits Guide - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",Shingles | National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shingles | National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Health Information National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Caregiver's Guide to Medicaid - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",I am selling my aunt's house since she is in a nursing home. How ...,www.agingcare.com,22
"Jun 3, 2021",Elderly Asset Protection Questions Advice for Caregivers - Agin...,www.agingcare.com,22
"Jun 3, 2021",Caregiving Topics & Elder Care Resource Guide - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",In-Home Care Options - Senior Care - AgingCare.com,www.agingcare.com,22
"Jun 3, 2021",Elder Law Attorneys in Cumberland,www.agingcare.com,22
"Jun 3, 2021",Smallpox Vaccination | CDC,www.cdc.gov,22
"Jun 3, 2021",Hib Vaccination CDC,www.cdc.gov,22
"Jun 3, 2021",Shingrix Vaccine FAQs | CDC,www.cdc.gov,22
"Jun 3, 2021",Shingrix Shingles Vaccination: What Everyone Should Know CDC,www.cdc.gov,22
"Jun 3, 2021",Shingrix Shingles Vaccination: What Everyone Should Know CDC,www.cdc.gov,22
"Jun 3, 2021",Shots for Safety National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shots for Safety National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shingles National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shingles | National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Smallpox Vaccination | CDC,www.cdc.gov,22
"Jun 3, 2021",Hib Vaccination CDC,www.cdc.gov,22
"Jun 3, 2021",Shingrix Vaccine FAQs | CDC,www.cdc.gov,22
"Jun 3, 2021",Shingrix Shingles Vaccination: What Everyone Should Know CDC,www.cdc.gov,22
"Jun 3, 2021",Shingrix Shingles Vaccination: What Everyone Should Know CDC,www.cdc.gov,22
"Jun 3, 2021",Shots for Safety National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shots for Safety National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shingles National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Shingles | National Institute on Aging,www.nia.nih.gov,22
"Jun 3, 2021",Alzheimers,www.alzconnected.org,22
"Jun 3, 2021",Alzheimers,www.alzconnected.org,22
"Jun 7, 2021",Vaccines.gov - Search for COVID-19 vaccine locations,www.vaccines.gov,22
"Jun 7, 2021",Vaccines.gov - Find COVID-19 vaccine locations near you,www.vaccines.gov,22
"Jun 7, 2021",Find a Clinic | Travelers' Health CDC,wwwnc.cdc.gov,22
"Jun 7, 2021",British Virgin Islands - Traveler view | Travelers' Health CDC,wwwnc.cdc.gov,22
"Jun 7, 2021",Destinations Travelers' Health | CDC,wwwnc.cdc.gov,22
"Jun 7, 2021",Volunteer Story: Alyssa (McCune-Albright syndrome) | National In...,www.nih.gov,22
"Jun 7, 2021",Personal Stories National Institutes of Health (NIH),www.nih.gov,22
"Jun 7, 2021",Personal Stories National Institutes of Health (NIH),www.nih.gov,22
"Jun 7, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,22
"Jun 7, 2021",Carelike - Provider Search,www.communityresourcefinder.org,22
"Jun 7, 2021",Vaccines.gov - Find COVID-19 vaccine locations near you,www.vaccines.gov,22
"Jun 7, 2021",Vaccines.gov - Search for COVID-19 vaccine locations,www.vaccines.gov,22
"Jun 7, 2021",Vaccines.gov - Find COVID-19 vaccine locations near you,www.vaccines.gov,22
"Jun 7, 2021",Vaccines.gov - Find COVID-19 vaccine locations near you,www.vaccines.gov,22
"Jun 7, 2021",NIH Extramural Nexus - NIH Extramural Nexus,nexus.od.nih.gov,22
"Jun 7, 2021",OER Social Media | grants.nih.gov,grants.nih.gov,22
"Jun 7, 2021",OER Listservs and RSS Feeds,grants.nih.gov,22
"Jun 7, 2021",Policy & Compliance grants.nih.gov,grants.nih.gov,22
"Jun 7, 2021",Grants & Funding | National Institutes of Health (NIH),www.nih.gov,22
"Jun 7, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,22
"Jun 8, 2021",For Researchers and Trial Sites | National Institutes of Health (NI...,www.nih.gov,22
"Jun 8, 2021",For Parents and Children National Institutes of Health (NIH),www.nih.gov,22
"Jun 8, 2021",Federal Government Programs and Clinical Trial Coverage - Nati...,www.cancer.gov,22
"Jun 8, 2021",Educational Resources National Institutes of Health (NIH),www.nih.gov,22
"Jun 8, 2021",For Researchers and Trial Sites | National Institutes of Health (NI...,www.nih.gov,22
"Jun 8, 2021",Companies Paying Employees to Get COVID-19 Vaccine,www.aarp.org,22
"Jun 8, 2021",Social Security Question and Answer,www.aarp.org,22
"Jun 8, 2021",Expert Caregiving Financial and Legal Answers by AARP,www.aarp.org,22
"Jun 8, 2021",Caregiving Work Life Balance Tips and Advice from AARP,www.aarp.org,22
"Jun 8, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,22
"Jun 8, 2021",You Ask We Answer - NIH Extramural Nexus,nexus.od.nih.gov,22
"Jun 8, 2021",Federal Government Programs and Clinical Trial Coverage - Nati...,www.cancer.gov,22
"Jun 8, 2021",Educational Resources National Institutes of Health (NIH),www.nih.gov,22
"Jun 8, 2021",For Researchers and Trial Sites | National Institutes of Health (NI...,www.nih.gov,22
"Jun 8, 2021",Companies Paying Employees to Get COVID-19 Vaccine,www.aarp.org,22
"Jun 8, 2021",Social Security Question and Answer,www.aarp.org,22
"Jun 8, 2021",Expert Caregiving Financial and Legal Answers by AARP,www.aarp.org,22
"Jun 8, 2021",Caregiving Work Life Balance Tips and Advice from AARP,www.aarp.org,22
"Jun 8, 2021",Easy to Download Caregiving Prepare to Care Guide,www.aarp.org,22
"Jun 8, 2021",You Ask We Answer - NIH Extramural Nexus,nexus.od.nih.gov,22
"Jun 8, 2021",End of Life National Institute on Aging,www.nia.nih.gov,22
"Jun 8, 2021",Health Information National Institute on Aging,www.nia.nih.gov,22
"Jun 8, 2021",Mourning the Death of a Spouse National Institute on Aging,www.nia.nih.gov,22
"Jun 8, 2021",Depression and Older Adults National Institute on Aging,www.nia.nih.gov,22
"Jun 8, 2021",Depression | National Institute on Aging,www.nia.nih.gov,22
"Jun 9, 2021",CRCHD Meetings & Events - National Cancer Institute,www.cancer.gov,22
"Jun 9, 2021",Scientific Meetings and Lectures - National Cancer Institute,www.cancer.gov,22
"Jun 9, 2021",Cancer Drugs - National Cancer Institute,www.cancer.gov,22
"Jun 10, 2021",Understanding Memory Loss (easy-to-read booklet) | Publication ...,order.nia.nih.gov,22
"Jun 10, 2021",Order Free Publications Publication Ordering System and Conta...,order.nia.nih.gov,22
"Jun 10, 2021",Getting Your Affairs in Order National Institute on Aging,www.nia.nih.gov,22
"Jun 10, 2021",Quitting Smoking for Older Adults | National Institute on Aging,www.nia.nih.gov,22
"Jun 10, 2021",Osteoporosis | National Institute on Aging,www.nia.nih.gov,22
"Jun 10, 2021",Prevent Falls and Fractures National Institute on Aging,www.nia.nih.gov,22
"Jun 10, 2021",Elder Abuse National Institute on Aging,www.nia.nih.gov,22
"Jun 10, 2021",How to Spot Elder Abuse from Afar: Signs and Solutions for Long...,www.nia.nih.gov,22
"Jun 10, 2021",Making caregiving technology decisions easier - Family Caregive...,familycaregivercouncil.com,22
"Jun 10, 2021",Family Caregiver Council - A trusted resource for family caregiv...,familycaregivercouncil.com,22
"Jun 10, 2021",Family Caregiver Toolbox Caregiver Action Network,caregiveraction.org,22
"Jun 10, 2021",Privacy Policy | Taboola.com,www.taboola.com,22
"Jun 10, 2021",Heart Failure Caregiver Navigator | Caregiver Action Network,caregiveraction.org,22
"Jun 10, 2021",Home Caregiver Action Network,caregiveraction.org,22
"Jun 11, 2021",Understanding Memory Loss (easy-to-read booklet) | Publication ...,order.nia.nih.gov,22
"Jun 11, 2021",Add publication to cart | Publication Ordering System and Conta...,order.nia.nih.gov,22
"Jun 11, 2021",OppNet: NIH's Basic Behavioral and Social Science Opportunity ...,facebook.com,22
"Jun 11, 2021",Social Media & Outreach National Institutes of Health (NIH),www.nih.gov,22
"Jun 11, 2021",Freedom of Information Act Office National Institutes of Health ...,www.nih.gov,22
"Jun 11, 2021",Health Information National Institute on Aging,www.nia.nih.gov,22
"Jun 11, 2021",End of Life National Institute on Aging,www.nia.nih.gov,22
"Jun 11, 2021",Help for Loved Ones at Home in a crisis or in the Hospital AGIS,www.agis.com,22
"Jun 11, 2021",AGIS - Eldercare,www.agis.com,22
"Jun 11, 2021",Caregiver Resources and Links - Family Caregiver Council,familycaregivercouncil.com,22
"Jun 11, 2021",Health and Wellness for the elderly - Family Caregiving Council,familycaregivercouncil.com,22
"Jun 11, 2021",Defending Against Scams During COVID-19 | AFTD,www.theaftd.org,22
"Jun 11, 2021",Coronavirus | COVID-19 and FTD | AFTD,www.theaftd.org,22
"Jun 11, 2021",AFTD - The Association for Frontotemporal Degeneration,www.theaftd.org,22
"Jun 11, 2021",Alzheimer's Foundation of America,alzfdn.org,22
"Jun 11, 2021",Home Caregiver Action Network,caregiveraction.org,22
"Jun 11, 2021",Caregiver Support and Resources | A Place for Mom,www.aplaceformom.com,22
"Jun 19, 2021",About NIH | National Institutes of Health (NIH),www.nih.gov,22
"Jun 19, 2021",Frequently Asked Questions National Institutes of Health (NIH),www.nih.gov,22
"Jun 19, 2021",Speech language and hearing sciences,slhs.utexas.edu,22
"Jun 19, 2021",Featured Studies | AFTD,www.theaftd.org,22
"Jun 19, 2021",Customer Log In,account.box.com,22
"Jun 19, 2021",UTSHC CONFIDENTIALITY POLICY.pdf - Box,m.box.com,22
"Jun 19, 2021",Speech language and hearing sciences,slhs.utexas.edu,22
"Jun 19, 2021",Collaborations Linguistic Data Consortium,www.Idc.upenn.edu,22
"Jun 19, 2021",Staff podcasts accessible on the LDC blog | Linguistic Data Cons...,www.ldc.upenn.edu,22
"Jun 19, 2021",Home | Linguistic Data Consortium,www.Idc.upenn.edu,22
"Jun 19, 2021",Hygiene and FTD | AFTD,www.theaftd.org,22
"Jun 19, 2021",Our Center | Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Professional Gateway | Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Patient Care Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Finding Support Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Diversity Equity and Inclusion | Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Research & Clinical Trials | Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Behavior Management Task Force Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Caregiver Well-Being | Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",home Memory and Aging Center,memory.ucsf.edu,22
"Jun 19, 2021",Alzheimer's Foundation of America Fact Sheets & Information,alzfdn.org,22
"Jun 19, 2021",Alzheimer's Foundation of America | Caregiving Resources,alzfdn.org,22
"Jun21, 2021",How the Aging Brain Affects Thinking National Institute on Aging,www.nia.nih.gov,22
"Jun 21, 2021",Healthy Aging | Memory and Aging Center,memory.ucsf.edu,22
"Jun 21, 2021",Speech & Language Memory and Aging Center,memory.ucsf.edu,22
"Jun 21, 2021",Symptoms Memory and Aging Center,memory.ucsf.edu,22
"Jun 21, 2021",What is Dementia? | Memory and Aging Center,memory.ucsf.edu,22
"Jun 21, 2021",Caregiving & Support Memory and Aging Center,memory.ucsf.edu,22
"Jun 21, 2021",Home Caregiver Action Network,caregiveraction.org,22
"Jun 21, 2021",Alzheimer's Foundation of America,alzfdn.org,22
"Jun 21, 2021",| Stop Sign,shop.alzfdn.org,22
"Jun 21, 2021",| Shop,shop.alzfdn.org,22
"Jun 21, 2021",| Shop,shop.alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America Educating America Tour: Rh...,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America | Excellence in Care,alzfdn.org,22
"Jun 21, 2021",Excellence in Care,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America | <Professional Training and ...,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America Tips for Traveling,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Association | Alzheimer's Disease & Dementia Help,www.alz.org,22
"Jun 21, 2021",Scientific Meetings and Lectures - National Cancer Institute,www.cancer.gov,22
"Jun 21, 2021",CRCHD Meetings & Events - National Cancer Institute,www.cancer.gov,22
"Jun 21, 2021",CRCHD Diversity Training - National Cancer Institute,www.cancer.gov,22
"Jun 21, 2021",The Genetics of Cancer - National Cancer Institute,www.cancer.gov,22
"Jun 21, 2021",Coronavirus: What People with Cancer Should Know - National C...,www.cancer.gov,22
"Jun 21, 2021",Multimedia Videos | Infographics - National Cancer Institute,www.cancer.gov,22
"Jun 21, 2021",Understanding Memory Loss (easy-to-read booklet) | Publication ...,order.nia.nih.gov,22
"Jun 21, 2021",About NIH | National Institutes of Health (NIH),www.nih.gov,22
"Jun 21, 2021",News | Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",Alzheimer's & Dementia Professionals Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",Live Healthy,livewell.alz.org,22
"Jun 21, 2021",Get Educated | Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",Know What to Expect | Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",I Have Alzheimer's Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",Life After Diagnosis | Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",How is Alzheimer's Diagnosed? | Alzheimer's Association,www.alz.org,22
"Jun 21, 2021",What Causes Memory Loss? Symptoms Assessment,www.alz.org,22
"Jun 21, 2021",| AFA Pens,shop.alzfdn.org,22
"Jun 21, 2021",| Shop,shop.alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America | Memory Screening,alzfdn.org,22
"Jun 21, 2021",Memory Screening,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America | <AFA Caregiver Support Gro...,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America | Caregiving Resources,alzfdn.org,22
"Jun 21, 2021",Alzheimer's Foundation of America,alzfdn.org,22
"Jun 21, 2021",Why Should I Participate in a Clinical Trial? | National Institutes o...,www.nih.gov,22
"Jun 23, 2021",Blog | Alzheimer's Association,www.alz.org,22
"Jun 23, 2021",Home | 10th Annual Virtual Caregiver's Journey Conference,www.caregiversjourneyconference.org,22
"Jun 23, 2021",Rhode Island Chapter,www.alz.org,22
"Jun 23, 2021",Find Your Local Chapter | Alzheimer's Association,www.alz.org,22
"Jun 23, 2021",Alzheimer's & Dementia Resources | Alzheimer's Association,www.alz.org,22
"Jun 23, 2021",Blog | Alzheimer's Association,www.alz.org,22
"Jun 23, 2021",Blog | Alzheimer's Association,www.alz.org,22
"Jun 23, 2021",Frequently Asked Questions National Institutes of Health (NIH),www.nih.gov,22
"Jun 23, 2021",In the News National Institutes of Health (NIH),www.nih.gov,22
"Jun 23, 2021",Pen-Edit-2.png (3024x4032),shop.alzfdn.org,22
"Jun 23, 2021",Caregiver Stories Caregiver Action Network,caregiveraction.org,22
